"bodyid","post","pre","downstream","upstream","synweight","assignedOlHex1","assignedOlHex2","flywireType","group","name","somaSide","statusLabel","superclass","type","vfbId","hemibrainType","itoleeHl","supertype","birthtime","mancBodyid","mancGroup","mancType","subclass","synonyms","class","rootSide","somaNeuromere","trumanHl","dimorphism","matchingNotes","entryNerve","mancSerial","mcnsSerial","serialMotif","fruDsx","exitNerve","receptorType","somaLocation","tosomaLocation","status","totalNtPredictions","predictedNtConfidence","predictedNt","celltypeTotalNtPredictions","celltypePredictedNt","celltypePredictedNtConfidence","consensusNt","voxels","locationType","soma","role","superclass_export"
74486,791,329,2347,791,3138,NA,NA,"CB2866",38480,"AVLP274_b_L","L","Roughly traced","cb_intrinsic","AVLP274_b","VFB_jrmc3igm","AVLP274","VLPl&d1_lateral","14347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72552,25042,18101","","Traced",329,0.933459460735321,"acetylcholine",673,"acetylcholine",0.938693881034851,"acetylcholine",321190971,NA,TRUE,"INTERNEURON","cb_intrinsic"
74503,1665,472,3758,1665,5423,NA,NA,"AOTU007",33122,"AOTU007_L","L","Roughly traced","cb_intrinsic","AOTU007","VFB_jrmc3hhx","AOTU007","AOTUv3_dorsal","15885",NA,NA,NA,NA,NA,"Cachero 2010: aSP-i; Yu 2010: aSP11",NA,NA,NA,NA,NA,"mix between AOTU007 and AOTU008",NA,NA,NA,NA,"fru_low",NA,NA,"64546,19765,14267","","Traced",472,0.947996735572815,"acetylcholine",917,"acetylcholine",0.9588583111763,"acetylcholine",661822636,NA,TRUE,"INTERNEURON","cb_intrinsic"
74512,573,143,1027,573,1600,NA,NA,"LC10d",13593,"LC10d_L","L","Prelim Roughly traced","visual_projection","LC10d","VFB_jrmc263h",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73973,16536,28774","","Traced",143,0.967965602874756,"acetylcholine",46220,"acetylcholine",0.949901401996613,"acetylcholine",236877721,NA,TRUE,"INPUT_VISUAL","visual_projection"
74551,1388,573,4212,1388,5600,NA,NA,"PS263",21797,"PS263_R","R","Prelim Roughly traced","cb_intrinsic","PS263","VFB_jrmc1jxc","PS263","putative_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40554,28432,38332","","Traced",573,0.939238309860229,"acetylcholine",2267,"acetylcholine",0.949946463108063,"acetylcholine",623582039,NA,TRUE,"INTERNEURON","cb_intrinsic"
74582,739,216,1306,739,2045,NA,NA,"LC46",54299,"LC46b_R","R","Roughly traced","visual_projection","LC46b","VFB_jrmc28ix","LC46b","PSp3","15658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A few fw neurons send a branch more dorsally compared to mcns; however, most fw neurons do not, so they are not currently considered dimorphic.",NA,NA,NA,NA,NA,NA,NA,"38100,19293,36701","","Traced",216,0.929898977279663,"acetylcholine",1954,"acetylcholine",0.902372360229492,"acetylcholine",255231624,NA,TRUE,"INPUT_VISUAL","visual_projection"
74768,483,96,625,483,1108,NA,NA,"LC10c",17693,"LC10c-1_R","R","Roughly traced","visual_projection","LC10c-1","VFB_jrmc25t7",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22165,16077,32832","","Traced",96,0.954490542411804,"acetylcholine",21748,"acetylcholine",0.948461413383484,"acetylcholine",161392571,NA,TRUE,"INTERNEURON","visual_projection"
74828,1048,418,3485,1048,4533,NA,NA,"CB3635",38965,"CB3635_L","L","Roughly traced","cb_intrinsic","CB3635","VFB_jrmc3asp",NA,"LHl2_ventral","34911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71716,12200,24028","","Traced",418,0.828839004039764,"glutamate",1801,"glutamate",0.82050496339798,"glutamate",517331992,NA,TRUE,"INTERNEURON","cb_intrinsic"
74890,278,85,570,278,848,NA,NA,"LC10e",23239,"LC10e_R","R","Roughly traced","visual_projection","LC10e","VFB_jrmc265x",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23266,19420,29002","","Traced",85,0.97473269701004,"acetylcholine",11014,"acetylcholine",0.889620423316956,"acetylcholine",161221852,NA,TRUE,"INPUT_VISUAL","visual_projection"
74972,484,184,1356,484,1840,NA,NA,"TmY31",12701,"TmY17_L","L","Reviewed","ol_intrinsic","TmY17","VFB_jrmc09v3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75776,38405,22381","","Traced",184,0.97473269701004,"acetylcholine",97194,"acetylcholine",0.964042484760284,"acetylcholine",231606837,NA,TRUE,"INTERNEURON","ol_intrinsic"
75007,462,153,1411,462,1873,NA,NA,"Tm5e",16753,"Tm37_L","L","Reviewed","ol_intrinsic","Tm37","VFB_jrmc0gup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74901,11924,30566","","Traced",153,0.840535521507263,"glutamate",84442,"glutamate",0.817351400852203,"glutamate",167620009,NA,TRUE,"INTERNEURON","ol_intrinsic"
75128,366,80,623,366,989,NA,NA,"Li03",57694,"Li27_R","R","Roughly traced","ol_intrinsic","Li27","VFB_jrmc1zds","Li13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31124,41838,31771","","Traced",80,0.899847447872162,"gaba",11653,"gaba",0.869455695152283,"gaba",162799788,NA,TRUE,"INTERNEURON","ol_intrinsic"
75145,609,113,676,609,1285,NA,NA,"LC10e",23239,"LC10e_R","R","Roughly traced","visual_projection","LC10e","VFB_jrmc266g",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22312,16942,34272","","Traced",113,0.906223773956299,"acetylcholine",11014,"acetylcholine",0.889620423316956,"acetylcholine",163815873,NA,TRUE,"INPUT_VISUAL","visual_projection"
75331,651,162,1166,651,1817,NA,NA,"CL348",43973,"CL348_R","R","Roughly traced","cb_intrinsic","CL348","VFB_jrmc34p1","CL348","DM6_posterior","43973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46159,22670,37072","","Traced",162,0.787814795970917,"glutamate",538,"glutamate",0.821110546588898,"glutamate",257412470,NA,TRUE,"INTERNEURON","cb_intrinsic"
75432,521,129,674,521,1195,NA,NA,"LC10e",23239,"LC10e_R","R","Roughly traced","visual_projection","LC10e","VFB_jrmc265u",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24185,23092,29438","","Traced",129,0.862094759941101,"acetylcholine",11014,"acetylcholine",0.889620423316956,"acetylcholine",159911769,NA,TRUE,"INPUT_VISUAL","visual_projection"
75565,634,149,1037,634,1671,NA,NA,"LC10c",17693,"LC10c-1_L","L","Prelim Roughly traced","visual_projection","LC10c-1","VFB_jrmc25tn",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71074,19372,31550","","Traced",149,0.922637104988098,"acetylcholine",21748,"acetylcholine",0.948461413383484,"acetylcholine",200191896,NA,TRUE,"INTERNEURON","visual_projection"
75805,739,150,1062,739,1801,NA,NA,"CB2459",75805,"CB2459_R","R","Roughly traced","cb_intrinsic","CB2459","VFB_jrmc39np",NA,"DM6_posterior","43973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47792,22917,37364","","Traced",150,0.873184204101562,"glutamate",575,"glutamate",0.857398331165314,"glutamate",249258514,NA,TRUE,"INTERNEURON","cb_intrinsic"
75955,532,181,1272,532,1804,NA,NA,"LTe49a,LTe49b,LTe49d,LTe49e,LTe49f",39854,"LoVP27_L","L","Roughly traced","visual_projection","LoVP27","VFB_jrmc1zyp",NA,"PSp3","15658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58072,16969,36009","","Traced",181,0.878356516361237,"acetylcholine",2002,"acetylcholine",0.904046058654785,"acetylcholine",293511428,NA,TRUE,"INTERNEURON","visual_projection"
76039,1023,169,1058,1023,2081,NA,NA,"LC10b",33381,"LC10b_R","R","Roughly traced","visual_projection","LC10b","VFB_jrmc25qd",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22564,17516,29902","","Traced",169,0.968986332416534,"acetylcholine",15122,"acetylcholine",0.948302209377289,"acetylcholine",210360323,NA,TRUE,"INPUT_VISUAL","visual_projection"
76080,622,385,2912,622,3534,NA,NA,"CB4097",50464,"CB4097_L","L","Roughly traced","cb_intrinsic","CB4097","VFB_jrmc3b80",NA,"DM6_posterior","31061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53102,25060,38472","","Traced",385,0.656492173671722,"glutamate",2295,"glutamate",0.670514166355133,"glutamate",425070837,NA,TRUE,"INTERNEURON","cb_intrinsic"
76145,1812,379,3268,1812,5080,NA,NA,NA,12833,"LoVP92_L","L","Prelim Roughly traced","visual_projection","LoVP92","VFB_jrmc207t",NA,"VPNp1_lateral","12833",NA,NA,NA,NA,NA,"Cachero 2010: pIP-b; Yu 2010: pIP8",NA,NA,NA,NA,"male-specific",NA,NA,NA,NA,NA,"fru_high",NA,NA,"71460,18003,30005","","Traced",379,0.880064487457275,"acetylcholine",4767,"acetylcholine",0.909461379051208,"acetylcholine",733523808,NA,TRUE,"INTERNEURON","visual_projection"
76174,433,115,663,433,1096,NA,NA,"LC10a",10573,"LC10a_R","R","Roughly traced","visual_projection","LC10a","VFB_jrmc25kd",NA,"VPNd2","10573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fru_high",NA,NA,"23062,18958,34766","","Traced",115,0.898808062076569,"acetylcholine",71805,"acetylcholine",0.946389019489288,"acetylcholine",159111560,NA,TRUE,"INPUT_VISUAL","visual_projection"
76185,262,121,681,262,943,NA,NA,"LC10a",10573,"LC10a_L","L","Prelim Roughly traced","visual_projection","LC10a","VFB_jrmc25oc",NA,"VPNd2","10573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fru_high",NA,NA,"72628,22258,27712","","Traced",121,0.966702699661255,"acetylcholine",71805,"acetylcholine",0.946389019489288,"acetylcholine",223070048,NA,TRUE,"INPUT_VISUAL","visual_projection"
76198,2112,565,4700,2112,6812,NA,NA,"CL318",76198,"CL318_L","L","Roughly traced","cb_intrinsic","CL318","VFB_jrmc34nw","CL318","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63150,16430,34796","","Traced",565,0.744587600231171,"gaba",1114,"gaba",0.748420059680939,"gaba",725625955,NA,TRUE,"INTERNEURON","cb_intrinsic"
76294,1020,299,1412,1020,2432,NA,NA,"AN_GNG_187",57245,"AN08B098_R","R","Prelim Roughly traced","ascending_neuron","AN08B098","VFB_jrmc3gnr",NA,NA,NA,NA,21589,16900,"AN08B098","BA",NA,NA,NA,"T1","08B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48458,58584,67788","","Traced",299,0.948772311210632,"acetylcholine",2434,"acetylcholine",0.950430035591125,"acetylcholine",751909686,NA,TRUE,"INTERNEURON","ascending_neuron"
76312,525,90,528,525,1053,NA,NA,"LC10c",17693,"LC10c-1_R","R","Roughly traced","visual_projection","LC10c-1","VFB_jrmc25sv",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22628,17714,33120","","Traced",90,0.89934229850769,"acetylcholine",21748,"acetylcholine",0.948461413383484,"acetylcholine",150952369,NA,TRUE,"INTERNEURON","visual_projection"
76393,842,179,1399,842,2241,NA,NA,"CB1558",43376,"AOTU055_R","R","Roughly traced","cb_intrinsic","AOTU055","VFB_jrmc3hnq","AOTU055,AOTU056,AOTU057,AOTU058","DL1_ventral","40643",NA,NA,NA,NA,NA,NA,NA,NA,"CG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34900,18556,37482","","Traced",179,0.671057522296906,"gaba",965,"gaba",0.681671440601349,"gaba",275584154,NA,TRUE,"INTERNEURON","cb_intrinsic"
76413,573,112,822,573,1395,NA,NA,"TmY5a",12709,"TmY5a_R","R","Roughly traced","ol_intrinsic","TmY5a","VFB_jrmc05hz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7216,30288,39414","","Traced",112,0.72524106502533,"glutamate",211668,"glutamate",0.784920215606689,"glutamate",157872655,NA,TRUE,"INTERNEURON","ol_intrinsic"
76486,1490,312,2439,1490,3929,NA,NA,"LAL030a",48301,"LAL030_b_R","R","Roughly traced","cb_intrinsic","LAL030_b","VFB_jrmc2co9","LAL030_b","CREa2_ventral","21230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36104,18815,13809","","Traced",312,0.909531772136688,"acetylcholine",1638,"acetylcholine",0.916704475879669,"acetylcholine",341270566,NA,TRUE,"INTERNEURON","cb_intrinsic"
76505,3261,246,1692,3261,4953,NA,NA,"CB2591,CB2917",76505,"76505_R","R","Prelim Roughly traced","cb_intrinsic",NA,"VFB_jrmc3k9t",NA,"VLPp2","16520",NA,NA,NA,NA,NA,NA,NA,NA,"CG","07B_put2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41714,20769,35802","","Traced",246,0.958949685096741,"acetylcholine",246,"unclear",NA,"acetylcholine",837456437,NA,TRUE,"INTERNEURON","cb_intrinsic"
76637,2202,388,2264,2202,4466,NA,NA,"CL323b",NA,"CL323_R","R","Prelim Roughly traced","cb_intrinsic","CL323","VFB_jrmc34o6","CL323","VLPp2","15597",NA,NA,NA,NA,NA,NA,NA,NA,"CG","07B_put2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42685,19713,37974","","Traced",388,0.962226808071136,"acetylcholine",1782,"acetylcholine",0.958393216133118,"acetylcholine",495479887,NA,TRUE,"INTERNEURON","cb_intrinsic"
76777,2436,666,4730,2436,7166,NA,NA,"LAL025",76777,"LAL025_L","L","Roughly traced","cb_intrinsic","LAL025","VFB_jrmc2cne","LAL025","CREa2_ventral","13240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57700,15050,14498","","Traced",666,0.970358729362488,"acetylcholine",3185,"acetylcholine",0.960107386112213,"acetylcholine",1254731755,NA,TRUE,"INTERNEURON","cb_intrinsic"
76787,628,246,1128,628,1756,NA,NA,"CB3740",34506,"CB3740_L","L","Roughly traced","cb_intrinsic","CB3740","VFB_jrmc3av8",NA,"MX3","31696",NA,NA,NA,NA,NA,NA,NA,NA,"MX","03B_put2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53835,45843,21677","","Traced",246,0.759945392608643,"gaba",1063,"gaba",0.744109570980072,"gaba",340769361,NA,TRUE,"INTERNEURON","cb_intrinsic"
76829,1386,752,5976,1386,7362,NA,NA,"LAL019",55361,"LAL019_R","R","Roughly traced","cb_intrinsic","LAL019","VFB_jrmc2cmj","LAL019","putative_primary",NA,"early",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36072,15459,15422","","Traced",752,0.906435370445251,"acetylcholine",3092,"acetylcholine",0.936172127723694,"acetylcholine",755436277,NA,TRUE,"INTERNEURON","cb_intrinsic"
76947,536,133,735,536,1271,NA,NA,"LC10e",23239,"LC10e_R","R","Roughly traced","visual_projection","LC10e","VFB_jrmc267e",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23660,19446,32318","","Traced",133,0.923704981803894,"acetylcholine",11014,"acetylcholine",0.889620423316956,"acetylcholine",156742459,NA,TRUE,"INPUT_VISUAL","visual_projection"
76978,686,429,3057,686,3743,NA,NA,"PS209a",NA,"PS209_L","L","Prelim Roughly traced","cb_intrinsic","PS209","VFB_jrmc1juf","PS209","VLPp2","29507",NA,NA,NA,NA,NA,NA,NA,NA,"CG","07B_put2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"56938,16878,36482","","Traced",429,0.956641316413879,"acetylcholine",5401,"acetylcholine",0.949769496917725,"acetylcholine",412244587,NA,TRUE,"INTERNEURON","cb_intrinsic"
77017,1073,148,961,1073,2034,NA,NA,"LC10b",33381,"LC10b_R","R","Roughly traced","visual_projection","LC10b","VFB_jrmc25rb",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22270,16822,32248","","Traced",148,0.948529064655304,"acetylcholine",15122,"acetylcholine",0.948302209377289,"acetylcholine",175270587,NA,TRUE,"INPUT_VISUAL","visual_projection"
77063,710,101,659,710,1369,NA,NA,"Li09",25822,"Li34b_R","R","Roughly traced","ol_intrinsic","Li34b","VFB_jrmc1zkm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34277,37572,29948","","Traced",101,0.807408034801483,"gaba",10051,"gaba",0.858676433563232,"gaba",157989049,NA,TRUE,"INTERNEURON","ol_intrinsic"
77306,2592,485,3761,2592,6353,NA,NA,"LC19",17214,"LC19_L","L","Prelim Roughly traced","visual_projection","LC19","VFB_jrmc27mm",NA,"VPNp1_lateral","12833",NA,NA,NA,NA,NA,"Cachero 2010: pIP-b; Yu 2010: pIP8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fru_low",NA,NA,"71931,16814,29814","","Traced",485,0.932723104953766,"acetylcholine",5656,"acetylcholine",0.92431765794754,"acetylcholine",1022844340,NA,TRUE,"INTERNEURON","visual_projection"
77338,1363,436,3168,1363,4531,NA,NA,"CB3629",28636,"CB3629_L","L","Roughly traced","cb_intrinsic","CB3629","VFB_jrmc3asi",NA,"LHl2_ventral","17316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71238,11368,23608","","Traced",436,0.809945285320282,"glutamate",791,"glutamate",0.821638882160187,"glutamate",631647365,NA,TRUE,"INTERNEURON","cb_intrinsic"
77473,398,130,892,398,1290,NA,NA,"LC10e",23239,"LC10e_R","R","Roughly traced","visual_projection","LC10e","VFB_jrmc2676",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24140,21240,30511","","Traced",130,0.930070102214813,"acetylcholine",11014,"acetylcholine",0.889620423316956,"acetylcholine",155630956,NA,TRUE,"INPUT_VISUAL","visual_projection"
77502,293,122,906,293,1199,NA,NA,"Li03",57694,"Li27_L","L","Reviewed","ol_intrinsic","Li27","VFB_jrmc1zeq","Li13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64133,41118,32652","","Traced",122,0.903478443622589,"gaba",11653,"gaba",0.869455695152283,"gaba",137539797,NA,TRUE,"INTERNEURON","ol_intrinsic"
77581,483,138,828,483,1311,NA,NA,"LC10e",23239,"LC10e_L","L","Prelim Roughly traced","visual_projection","LC10e","VFB_jrmc2683",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72528,19492,29248","","Traced",138,0.848398387432098,"acetylcholine",11014,"acetylcholine",0.889620423316956,"acetylcholine",160924094,NA,TRUE,"INPUT_VISUAL","visual_projection"
77583,1031,159,1141,1031,2172,NA,NA,"LCe06",25733,"LoVP93_L","L","Prelim Roughly traced","visual_projection","LoVP93","VFB_jrmc2084",NA,"VPNp1_lateral","12833",NA,NA,NA,NA,NA,"Cachero 2010: pIP-b; Yu 2010: pIP8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fru_low",NA,NA,"72484,15754,29937","","Traced",159,0.92589545249939,"acetylcholine",2852,"acetylcholine",0.950225412845612,"acetylcholine",303098026,NA,TRUE,"INTERNEURON","visual_projection"
77614,2350,395,2248,2350,4598,NA,NA,"LC4",12032,"LC4_L","L","Prelim Roughly traced","visual_projection","LC4","VFB_jrmc28fs","LC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66080,33559,28259","","Traced",395,0.962443351745605,"acetylcholine",46241,"acetylcholine",0.959841430187225,"acetylcholine",542553786,NA,TRUE,"INPUT_VISUAL","visual_projection"
77876,659,289,1730,659,2389,NA,NA,NA,29390,"PVLP209m_R","R","Prelim Roughly traced","cb_intrinsic","PVLP209m","VFB_jrmc1kld",NA,"DL1_ventral","15374",NA,NA,NA,NA,NA,"Cachero 2010: pIP-e; Yu 2010: pIP5",NA,NA,"CG",NA,"male-specific",NA,NA,NA,NA,NA,"fru_high",NA,NA,"32276,16726,36170","","Traced",289,0.91428679227829,"acetylcholine",4015,"acetylcholine",0.931738615036011,"acetylcholine",479383347,NA,TRUE,"INTERNEURON","cb_intrinsic"
77901,586,172,1218,586,1804,NA,NA,"LC10c",17693,"LC10c-1_L","L","Prelim Roughly traced","visual_projection","LC10c-1","VFB_jrmc25va",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72105,17413,27290","","Traced",172,0.93526953458786,"acetylcholine",21748,"acetylcholine",0.948461413383484,"acetylcholine",208815749,NA,TRUE,"INTERNEURON","visual_projection"
78011,1356,243,1792,1356,3148,NA,NA,"CB4102",NA,"CB4102_R","R","Prelim Roughly traced","cb_intrinsic","CB4102","VFB_jrmc3b8k",NA,"VLPp2","20143",NA,NA,NA,NA,NA,NA,NA,NA,"CG","07B_put2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41760,19528,37577","","Traced",243,0.962737321853638,"acetylcholine",2016,"acetylcholine",0.964617371559143,"acetylcholine",334474475,NA,TRUE,"INTERNEURON","cb_intrinsic"
78019,322,103,796,322,1118,NA,NA,"Li03",57694,"Li27_R","R","Roughly traced","ol_intrinsic","Li27","VFB_jrmc1zfq","Li13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29248,44335,35956","","Traced",103,0.90231865644455,"gaba",11653,"gaba",0.869455695152283,"gaba",154599075,NA,TRUE,"INTERNEURON","ol_intrinsic"
78027,1017,154,1139,1017,2156,NA,NA,"Tlp4",13744,"Tlp13_R","R","Roughly traced","ol_intrinsic","Tlp13","VFB_jrmc0nuo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21412,32394,43254","","Traced",154,0.826049089431763,"glutamate",32617,"glutamate",0.81488174200058,"glutamate",158759964,NA,TRUE,"INTERNEURON","ol_intrinsic"
78038,474,156,1335,474,1809,NA,NA,"TmY11",15875,"TmY13_R","R","Roughly traced","ol_intrinsic","TmY13","VFB_jrmc08yk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18910,22662,23148","","Traced",156,0.962301194667816,"acetylcholine",73054,"acetylcholine",0.964751243591309,"acetylcholine",155337172,NA,TRUE,"INTERNEURON","ol_intrinsic"
78103,861,136,894,861,1755,NA,NA,"LC10b",33381,"LC10b_R","R","Roughly traced","visual_projection","LC10b","VFB_jrmc25sj",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23985,19810,32451","","Traced",136,0.967590868473053,"acetylcholine",15122,"acetylcholine",0.948302209377289,"acetylcholine",173608874,NA,TRUE,"INPUT_VISUAL","visual_projection"
78110,674,156,905,674,1579,NA,NA,"LC46",54299,"LC46b_R","R","Roughly traced","visual_projection","LC46b","VFB_jrmc28iu","LC46b","PSp3","15658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A few fw neurons send a branch more dorsally compared to mcns; however, most fw neurons do not, so they are not currently considered dimorphic.",NA,NA,NA,NA,NA,NA,NA,"38794,18450,37306","","Traced",156,0.887863576412201,"acetylcholine",1954,"acetylcholine",0.902372360229492,"acetylcholine",229160898,NA,TRUE,"INPUT_VISUAL","visual_projection"
78115,346,140,1048,346,1394,NA,NA,"LC10c",12783,"LC10c-2_L","L","Prelim Roughly traced","visual_projection","LC10c-2","VFB_jrmc25wj",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72226,22816,27196","","Traced",140,0.919368922710419,"acetylcholine",22160,"acetylcholine",0.931111335754395,"acetylcholine",215906246,NA,TRUE,"INTERNEURON","visual_projection"
78210,369,112,674,369,1043,NA,NA,"LC10e",23239,"LC10e_R","R","Roughly traced","visual_projection","LC10e","VFB_jrmc2667",NA,"VPNd2","12783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22027,17767,28191","","Traced",112,0.87969183921814,"acetylcholine",11014,"acetylcholine",0.889620423316956,"acetylcholine",156976854,NA,TRUE,"INPUT_VISUAL","visual_projection"
78281,454,175,1509,454,1963,NA,NA,"Tm5e",16753,"Tm37_L","L","Reviewed","ol_intrinsic","Tm37","VFB_jrmc0gto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","82742,26411,24804","Traced",175,0.804689526557922,"glutamate",84442,"glutamate",0.817351400852203,"glutamate",154032952,NA,FALSE,"INTERNEURON","ol_intrinsic"
78336,496,210,1795,496,2291,NA,NA,"CB2216",40643,"AOTU056_L","L","Roughly traced","cb_intrinsic","AOTU056","VFB_jrmc3hnu","AOTU056","DL1_ventral","40643",NA,NA,NA,NA,NA,NA,NA,NA,"CG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63631,16026,35132","","Traced",210,0.695980489253998,"gaba",1620,"gaba",0.7120361328125,"gaba",253332079,NA,TRUE,"INTERNEURON","cb_intrinsic"
78362,1009,290,1495,1009,2504,NA,NA,"CB2473",78362,"PS070_L","L","Roughly traced","cb_intrinsic","PS070","VFB_jrmc1jkj","PS070","LALv1_ventral","16614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57390,34085,15124","","Traced",290,0.819950640201569,"gaba",586,"gaba",0.814218819141388,"gaba",517085741,NA,TRUE,"INTERNEURON","cb_intrinsic"
