"bodyid","name","type","signal","side"
61866,"LC10b_R","LC10b","OBJECT_TRACKING","R"
62280,"LC10a_L","LC10a","OBJECT_TRACKING","L"
62316,"LC46b_L","LC46b","LOOMING_COLLISION","L"
62409,"LC10b_R","LC10b","OBJECT_TRACKING","R"
62529,"LC10e_R","LC10e","OBJECT_TRACKING","R"
62538,"LC10d_L","LC10d","OBJECT_TRACKING","L"
63959,"LC10b_R","LC10b","OBJECT_TRACKING","R"
64174,"LC10e_R","LC10e","OBJECT_TRACKING","R"
64355,"LC10d_L","LC10d","OBJECT_TRACKING","L"
64388,"LC40_L","LC40","LOOMING_COLLISION","L"
64964,"LC10a_L","LC10a","OBJECT_TRACKING","L"
65240,"LC10_unclear_R","LC10_unclear","OBJECT_TRACKING","R"
65308,"LC10d_R","LC10d","OBJECT_TRACKING","R"
65584,"LC10e_R","LC10e","OBJECT_TRACKING","R"
65760,"LC10b_R","LC10b","OBJECT_TRACKING","R"
66013,"LC10e_R","LC10e","OBJECT_TRACKING","R"
66361,"LC10a_L","LC10a","OBJECT_TRACKING","L"
66630,"LC10b_R","LC10b","OBJECT_TRACKING","R"
66760,"LC10e_L","LC10e","OBJECT_TRACKING","L"
67077,"LC40_L","LC40","LOOMING_COLLISION","L"
67122,"LC10b_L","LC10b","OBJECT_TRACKING","L"
67301,"LC10_unclear_R","LC10_unclear","OBJECT_TRACKING","R"
67720,"LC10e_R","LC10e","OBJECT_TRACKING","R"
67779,"LC10e_R","LC10e","OBJECT_TRACKING","R"
68463,"LC10a_L","LC10a","OBJECT_TRACKING","L"
68728,"LC10a_L","LC10a","OBJECT_TRACKING","L"
68778,"LC10b_R","LC10b","OBJECT_TRACKING","R"
68852,"LC10b_R","LC10b","OBJECT_TRACKING","R"
69324,"LC10e_R","LC10e","OBJECT_TRACKING","R"
69342,"LC10b_R","LC10b","OBJECT_TRACKING","R"
69463,"LC10a_R","LC10a","OBJECT_TRACKING","R"
69617,"LC10e_R","LC10e","OBJECT_TRACKING","R"
69870,"LC10a_L","LC10a","OBJECT_TRACKING","L"
70262,"LC10b_R","LC10b","OBJECT_TRACKING","R"
70408,"LC10a_R","LC10a","OBJECT_TRACKING","R"
70519,"LC10b_R","LC10b","OBJECT_TRACKING","R"
70570,"LC46b_R","LC46b","LOOMING_COLLISION","R"
71066,"LC10e_L","LC10e","OBJECT_TRACKING","L"
71829,"LC46b_L","LC46b","LOOMING_COLLISION","L"
71986,"LC10e_R","LC10e","OBJECT_TRACKING","R"
72268,"LC10e_R","LC10e","OBJECT_TRACKING","R"
72759,"LC10b_R","LC10b","OBJECT_TRACKING","R"
73582,"LC10b_R","LC10b","OBJECT_TRACKING","R"
73584,"LC10b_L","LC10b","OBJECT_TRACKING","L"
73715,"LC10a_L","LC10a","OBJECT_TRACKING","L"
73994,"LC10d_L","LC10d","OBJECT_TRACKING","L"
74059,"LC10b_L","LC10b","OBJECT_TRACKING","L"
74072,"LC10a_L","LC10a","OBJECT_TRACKING","L"
74512,"LC10d_L","LC10d","OBJECT_TRACKING","L"
74582,"LC46b_R","LC46b","LOOMING_COLLISION","R"
74890,"LC10e_R","LC10e","OBJECT_TRACKING","R"
75145,"LC10e_R","LC10e","OBJECT_TRACKING","R"
75432,"LC10e_R","LC10e","OBJECT_TRACKING","R"
76039,"LC10b_R","LC10b","OBJECT_TRACKING","R"
76174,"LC10a_R","LC10a","OBJECT_TRACKING","R"
76185,"LC10a_L","LC10a","OBJECT_TRACKING","L"
76947,"LC10e_R","LC10e","OBJECT_TRACKING","R"
77017,"LC10b_R","LC10b","OBJECT_TRACKING","R"
77473,"LC10e_R","LC10e","OBJECT_TRACKING","R"
77581,"LC10e_L","LC10e","OBJECT_TRACKING","L"
77614,"LC4_L","LC4","LOOMING_COLLISION","L"
78103,"LC10b_R","LC10b","OBJECT_TRACKING","R"
78110,"LC46b_R","LC46b","LOOMING_COLLISION","R"
78210,"LC10e_R","LC10e","OBJECT_TRACKING","R"
78521,"LC10e_R","LC10e","OBJECT_TRACKING","R"
79250,"LC10b_L","LC10b","OBJECT_TRACKING","L"
79462,"LC10e_R","LC10e","OBJECT_TRACKING","R"
80144,"LC10e_L","LC10e","OBJECT_TRACKING","L"
80432,"LC10e_R","LC10e","OBJECT_TRACKING","R"
80504,"LC10e_R","LC10e","OBJECT_TRACKING","R"
80577,"LC10e_R","LC10e","OBJECT_TRACKING","R"
81112,"LC4_L","LC4","LOOMING_COLLISION","L"
81198,"LC10e_R","LC10e","OBJECT_TRACKING","R"
82174,"LC10b_R","LC10b","OBJECT_TRACKING","R"
82439,"LC10a_L","LC10a","OBJECT_TRACKING","L"
82901,"LC10b_R","LC10b","OBJECT_TRACKING","R"
83215,"LC10b_R","LC10b","OBJECT_TRACKING","R"
84051,"LC10_unclear_R","LC10_unclear","OBJECT_TRACKING","R"
84104,"LC10a_R","LC10a","OBJECT_TRACKING","R"
84392,"LC10b_R","LC10b","OBJECT_TRACKING","R"
84470,"LC10a_R","LC10a","OBJECT_TRACKING","R"
84827,"LC10e_R","LC10e","OBJECT_TRACKING","R"
85503,"LC10_unclear_R","LC10_unclear","OBJECT_TRACKING","R"
85707,"LC10a_R","LC10a","OBJECT_TRACKING","R"
85823,"LC10e_R","LC10e","OBJECT_TRACKING","R"
85896,"LC10e_L","LC10e","OBJECT_TRACKING","L"
86123,"LC10e_R","LC10e","OBJECT_TRACKING","R"
86507,"LC10a_R","LC10a","OBJECT_TRACKING","R"
87327,"LC10e_R","LC10e","OBJECT_TRACKING","R"
87750,"LC10a_L","LC10a","OBJECT_TRACKING","L"
88321,"LC10b_R","LC10b","OBJECT_TRACKING","R"
88453,"LC10e_R","LC10e","OBJECT_TRACKING","R"
88587,"LC10d_L","LC10d","OBJECT_TRACKING","L"
88982,"LC10b_R","LC10b","OBJECT_TRACKING","R"
89301,"LC10a_L","LC10a","OBJECT_TRACKING","L"
90720,"LC10e_R","LC10e","OBJECT_TRACKING","R"
90856,"LC10e_R","LC10e","OBJECT_TRACKING","R"
91333,"LC40_L","LC40","LOOMING_COLLISION","L"
91436,"LC10b_R","LC10b","OBJECT_TRACKING","R"
91501,"LC10e_L","LC10e","OBJECT_TRACKING","L"
92247,"LC10b_R","LC10b","OBJECT_TRACKING","R"
93425,"LC10e_R","LC10e","OBJECT_TRACKING","R"
93586,"LC10b_L","LC10b","OBJECT_TRACKING","L"
93624,"LC10b_R","LC10b","OBJECT_TRACKING","R"
93728,"LC10e_L","LC10e","OBJECT_TRACKING","L"
94414,"LC10e_R","LC10e","OBJECT_TRACKING","R"
94923,"LC10e_L","LC10e","OBJECT_TRACKING","L"
95241,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
96453,"LC10b_R","LC10b","OBJECT_TRACKING","R"
97188,"LC10b_R","LC10b","OBJECT_TRACKING","R"
97328,"LC10e_L","LC10e","OBJECT_TRACKING","L"
97604,"LC10b_R","LC10b","OBJECT_TRACKING","R"
98191,"LC10e_R","LC10e","OBJECT_TRACKING","R"
98722,"LC10e_R","LC10e","OBJECT_TRACKING","R"
99560,"LC46b_R","LC46b","LOOMING_COLLISION","R"
99781,"LC10e_R","LC10e","OBJECT_TRACKING","R"
100103,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
100368,"LC10a_R","LC10a","OBJECT_TRACKING","R"
100402,"LC10b_R","LC10b","OBJECT_TRACKING","R"
100435,"LC10b_L","LC10b","OBJECT_TRACKING","L"
100485,"LC4_L","LC4","LOOMING_COLLISION","L"
100514,"LC10e_R","LC10e","OBJECT_TRACKING","R"
100583,"LC10b_L","LC10b","OBJECT_TRACKING","L"
100854,"LC10e_L","LC10e","OBJECT_TRACKING","L"
101364,"LC10e_L","LC10e","OBJECT_TRACKING","L"
101549,"LC10e_R","LC10e","OBJECT_TRACKING","R"
101761,"LC10d_L","LC10d","OBJECT_TRACKING","L"
102000,"LC40_L","LC40","LOOMING_COLLISION","L"
102129,"LC10e_L","LC10e","OBJECT_TRACKING","L"
102447,"LC10b_R","LC10b","OBJECT_TRACKING","R"
102944,"LC10b_R","LC10b","OBJECT_TRACKING","R"
103279,"LC10e_L","LC10e","OBJECT_TRACKING","L"
103784,"LC10e_R","LC10e","OBJECT_TRACKING","R"
104320,"LC10b_L","LC10b","OBJECT_TRACKING","L"
104440,"LC10e_R","LC10e","OBJECT_TRACKING","R"
105109,"LC10e_L","LC10e","OBJECT_TRACKING","L"
105454,"LC10e_L","LC10e","OBJECT_TRACKING","L"
106120,"LC10b_L","LC10b","OBJECT_TRACKING","L"
107513,"LC4_L","LC4","LOOMING_COLLISION","L"
108618,"LC10e_R","LC10e","OBJECT_TRACKING","R"
109704,"LC10_unclear_R","LC10_unclear","OBJECT_TRACKING","R"
109914,"LC10e_L","LC10e","OBJECT_TRACKING","L"
110828,"LC10b_L","LC10b","OBJECT_TRACKING","L"
110857,"LC10e_L","LC10e","OBJECT_TRACKING","L"
110956,"LC10d_L","LC10d","OBJECT_TRACKING","L"
111293,"LC10e_R","LC10e","OBJECT_TRACKING","R"
111787,"LC4_L","LC4","LOOMING_COLLISION","L"
111903,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
112077,"LC10b_R","LC10b","OBJECT_TRACKING","R"
112292,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
112772,"LC10_unclear_L","LC10_unclear","OBJECT_TRACKING","L"
113042,"LC10_unclear_R","LC10_unclear","OBJECT_TRACKING","R"
113128,"LC10b_R","LC10b","OBJECT_TRACKING","R"
115336,"LC10b_R","LC10b","OBJECT_TRACKING","R"
115394,"LC10b_R","LC10b","OBJECT_TRACKING","R"
115406,"LC10e_L","LC10e","OBJECT_TRACKING","L"
117057,"LC10e_L","LC10e","OBJECT_TRACKING","L"
118253,"LC10e_L","LC10e","OBJECT_TRACKING","L"
119210,"LC10e_L","LC10e","OBJECT_TRACKING","L"
120200,"LC10d_L","LC10d","OBJECT_TRACKING","L"
121571,"LC10e_L","LC10e","OBJECT_TRACKING","L"
122923,"LC10e_R","LC10e","OBJECT_TRACKING","R"
125034,"LC10b_R","LC10b","OBJECT_TRACKING","R"
125681,"LC10e_R","LC10e","OBJECT_TRACKING","R"
125881,"LC10e_L","LC10e","OBJECT_TRACKING","L"
127279,"LC43_L","LC43","LOOMING_COLLISION","L"
129068,"LC10e_L","LC10e","OBJECT_TRACKING","L"
129239,"LC10d_L","LC10d","OBJECT_TRACKING","L"
129687,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
132606,"LC10b_L","LC10b","OBJECT_TRACKING","L"
133522,"LC10e_L","LC10e","OBJECT_TRACKING","L"
133740,"LC10b_L","LC10b","OBJECT_TRACKING","L"
134521,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
136881,"LC10e_L","LC10e","OBJECT_TRACKING","L"
137239,"LC10_unclear_L","LC10_unclear","OBJECT_TRACKING","L"
137917,"LC10e_L","LC10e","OBJECT_TRACKING","L"
138232,"LC10b_L","LC10b","OBJECT_TRACKING","L"
138396,"LC10e_L","LC10e","OBJECT_TRACKING","L"
138940,"LC10e_R","LC10e","OBJECT_TRACKING","R"
139302,"LC10b_L","LC10b","OBJECT_TRACKING","L"
139342,"LC10e_L","LC10e","OBJECT_TRACKING","L"
139576,"LC10d_L","LC10d","OBJECT_TRACKING","L"
139878,"LC10e_R","LC10e","OBJECT_TRACKING","R"
140676,"LC10a_L","LC10a","OBJECT_TRACKING","L"
140956,"LC10b_L","LC10b","OBJECT_TRACKING","L"
141190,"LC41_L","LC41","LOOMING_COLLISION","L"
141509,"LC10b_L","LC10b","OBJECT_TRACKING","L"
141872,"LC10b_L","LC10b","OBJECT_TRACKING","L"
143097,"LC10b_L","LC10b","OBJECT_TRACKING","L"
143425,"LC10e_L","LC10e","OBJECT_TRACKING","L"
143644,"LC10e_L","LC10e","OBJECT_TRACKING","L"
144525,"LC10b_L","LC10b","OBJECT_TRACKING","L"
144957,"LC10a_L","LC10a","OBJECT_TRACKING","L"
145758,"LC10b_L","LC10b","OBJECT_TRACKING","L"
146207,"LC10e_L","LC10e","OBJECT_TRACKING","L"
147650,"LC10b_L","LC10b","OBJECT_TRACKING","L"
150060,"LC10d_L","LC10d","OBJECT_TRACKING","L"
151357,"LC10b_L","LC10b","OBJECT_TRACKING","L"
151677,"LC10e_L","LC10e","OBJECT_TRACKING","L"
153379,"LC10e_L","LC10e","OBJECT_TRACKING","L"
154445,"LC10e_L","LC10e","OBJECT_TRACKING","L"
154750,"LC10b_L","LC10b","OBJECT_TRACKING","L"
155787,"LC10b_L","LC10b","OBJECT_TRACKING","L"
156203,"LC43_L","LC43","LOOMING_COLLISION","L"
157345,"LC10b_L","LC10b","OBJECT_TRACKING","L"
158472,"LC10b_L","LC10b","OBJECT_TRACKING","L"
158657,"LC10b_L","LC10b","OBJECT_TRACKING","L"
160084,"LC10e_L","LC10e","OBJECT_TRACKING","L"
160309,"LC10b_L","LC10b","OBJECT_TRACKING","L"
160820,"LC10e_L","LC10e","OBJECT_TRACKING","L"
161803,"LC10b_L","LC10b","OBJECT_TRACKING","L"
163829,"LC10b_L","LC10b","OBJECT_TRACKING","L"
164420,"LC46b_L","LC46b","LOOMING_COLLISION","L"
165601,"LC10b_L","LC10b","OBJECT_TRACKING","L"
166121,"LC10e_L","LC10e","OBJECT_TRACKING","L"
166437,"LC10b_L","LC10b","OBJECT_TRACKING","L"
167388,"LC10e_L","LC10e","OBJECT_TRACKING","L"
168758,"LC10e_L","LC10e","OBJECT_TRACKING","L"
169691,"LC10b_L","LC10b","OBJECT_TRACKING","L"
170472,"LC10b_L","LC10b","OBJECT_TRACKING","L"
172313,"LC10d_L","LC10d","OBJECT_TRACKING","L"
173226,"LC10b_L","LC10b","OBJECT_TRACKING","L"
174477,"LC10e_L","LC10e","OBJECT_TRACKING","L"
175536,"LC10d_L","LC10d","OBJECT_TRACKING","L"
178177,"LC10b_L","LC10b","OBJECT_TRACKING","L"
178580,"LC10e_L","LC10e","OBJECT_TRACKING","L"
178975,"LC10e_L","LC10e","OBJECT_TRACKING","L"
178999,"LC10b_L","LC10b","OBJECT_TRACKING","L"
181406,"LC10b_L","LC10b","OBJECT_TRACKING","L"
183106,"LC10e_L","LC10e","OBJECT_TRACKING","L"
183483,"LC10a_L","LC10a","OBJECT_TRACKING","L"
187217,"LC10e_L","LC10e","OBJECT_TRACKING","L"
192903,"LC10e_L","LC10e","OBJECT_TRACKING","L"
201640,"LC10e_L","LC10e","OBJECT_TRACKING","L"
331024,"LC10e_L","LC10e","OBJECT_TRACKING","L"
511914,"LC4_L","LC4","LOOMING_COLLISION","L"
512257,"LC10b_L","LC10b","OBJECT_TRACKING","L"
512366,"LC4_L","LC4","LOOMING_COLLISION","L"
512705,"LC4_L","LC4","LOOMING_COLLISION","L"
512978,"LC10a_L","LC10a","OBJECT_TRACKING","L"
513173,"LC10e_L","LC10e","OBJECT_TRACKING","L"
513274,"LC40_L","LC40","LOOMING_COLLISION","L"
514508,"LC4_L","LC4","LOOMING_COLLISION","L"
514518,"LC10d_L","LC10d","OBJECT_TRACKING","L"
514646,"LC10a_L","LC10a","OBJECT_TRACKING","L"
514670,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
514724,"LC10e_L","LC10e","OBJECT_TRACKING","L"
514956,"LC4_L","LC4","LOOMING_COLLISION","L"
515118,"LC40_L","LC40","LOOMING_COLLISION","L"
515218,"LC10d_L","LC10d","OBJECT_TRACKING","L"
515476,"LC4_L","LC4","LOOMING_COLLISION","L"
515479,"LC10d_L","LC10d","OBJECT_TRACKING","L"
515510,"LC46b_L","LC46b","LOOMING_COLLISION","L"
515798,"LC10d_L","LC10d","OBJECT_TRACKING","L"
515900,"LC4_L","LC4","LOOMING_COLLISION","L"
515971,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
516212,"LC10b_L","LC10b","OBJECT_TRACKING","L"
516555,"LC10e_L","LC10e","OBJECT_TRACKING","L"
516677,"LC10b_L","LC10b","OBJECT_TRACKING","L"
516909,"LC4_L","LC4","LOOMING_COLLISION","L"
517078,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
517079,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
517752,"LC4_L","LC4","LOOMING_COLLISION","L"
517819,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
518016,"LC4_L","LC4","LOOMING_COLLISION","L"
518028,"VS_L","VS","OPTIC_FLOW","L"
518132,"LC10d_L","LC10d","OBJECT_TRACKING","L"
518433,"LC40_L","LC40","LOOMING_COLLISION","L"
518439,"LC4_L","LC4","LOOMING_COLLISION","L"
518544,"LC4_L","LC4","LOOMING_COLLISION","L"
518587,"LC40_L","LC40","LOOMING_COLLISION","L"
518658,"LC10d_L","LC10d","OBJECT_TRACKING","L"
518681,"LC10a_L","LC10a","OBJECT_TRACKING","L"
518730,"LC4_L","LC4","LOOMING_COLLISION","L"
518731,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
518851,"LC41_L","LC41","LOOMING_COLLISION","L"
518920,"LC40_L","LC40","LOOMING_COLLISION","L"
518983,"LC4_L","LC4","LOOMING_COLLISION","L"
519168,"LC10a_L","LC10a","OBJECT_TRACKING","L"
519650,"LC4_L","LC4","LOOMING_COLLISION","L"
519931,"LC4_L","LC4","LOOMING_COLLISION","L"
520449,"LC4_L","LC4","LOOMING_COLLISION","L"
520764,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
521115,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
522952,"VST2_L","VST2","OPTIC_FLOW","L"
522954,"VS_L","VS","OPTIC_FLOW","L"
522957,"VS_L","VS","OPTIC_FLOW","L"
524230,"LC40_L","LC40","LOOMING_COLLISION","L"
524232,"LC10e_L","LC10e","OBJECT_TRACKING","L"
524366,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
524404,"LC40_L","LC40","LOOMING_COLLISION","L"
524616,"LC10a_L","LC10a","OBJECT_TRACKING","L"
524621,"LC10d_L","LC10d","OBJECT_TRACKING","L"
524899,"LC4_L","LC4","LOOMING_COLLISION","L"
525190,"LC40_L","LC40","LOOMING_COLLISION","L"
525482,"LC10a_L","LC10a","OBJECT_TRACKING","L"
525844,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
526215,"VST2_L","VST2","OPTIC_FLOW","L"
526286,"LC4_L","LC4","LOOMING_COLLISION","L"
526785,"LC10d_R","LC10d","OBJECT_TRACKING","R"
527408,"LC4_R","LC4","LOOMING_COLLISION","R"
527684,"LC10a_L","LC10a","OBJECT_TRACKING","L"
528991,"LC10a_L","LC10a","OBJECT_TRACKING","L"
529342,"LC10b_L","LC10b","OBJECT_TRACKING","L"
529578,"LC10a_L","LC10a","OBJECT_TRACKING","L"
530029,"LC4_L","LC4","LOOMING_COLLISION","L"
530619,"LC41_L","LC41","LOOMING_COLLISION","L"
531014,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
531884,"LC41_L","LC41","LOOMING_COLLISION","L"
532254,"LC4_L","LC4","LOOMING_COLLISION","L"
532298,"LC10a_L","LC10a","OBJECT_TRACKING","L"
532653,"LC10a_L","LC10a","OBJECT_TRACKING","L"
533129,"LC4_L","LC4","LOOMING_COLLISION","L"
533895,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
535220,"LC40_L","LC40","LOOMING_COLLISION","L"
535341,"LC4_L","LC4","LOOMING_COLLISION","L"
536307,"LC10b_R","LC10b","OBJECT_TRACKING","R"
536318,"LC10a_L","LC10a","OBJECT_TRACKING","L"
536444,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
537004,"VSm_R","VSm","OPTIC_FLOW","R"
537178,"LC10b_L","LC10b","OBJECT_TRACKING","L"
540266,"VS_L","VS","OPTIC_FLOW","L"
543692,"LC10d_L","LC10d","OBJECT_TRACKING","L"
545811,"LC10e_L","LC10e","OBJECT_TRACKING","L"
547236,"LC10e_L","LC10e","OBJECT_TRACKING","L"
547602,"LC10e_L","LC10e","OBJECT_TRACKING","L"
549019,"LC10e_L","LC10e","OBJECT_TRACKING","L"
550782,"LC10_unclear_L","LC10_unclear","OBJECT_TRACKING","L"
553955,"LC10e_L","LC10e","OBJECT_TRACKING","L"
554228,"LC10d_L","LC10d","OBJECT_TRACKING","L"
555732,"LC43_L","LC43","LOOMING_COLLISION","L"
557250,"LC10b_R","LC10b","OBJECT_TRACKING","R"
557990,"LC10a_L","LC10a","OBJECT_TRACKING","L"
560574,"LC10e_L","LC10e","OBJECT_TRACKING","L"
575597,"LC10a_L","LC10a","OBJECT_TRACKING","L"
575808,"LC10d_L","LC10d","OBJECT_TRACKING","L"
580484,"LC10d_L","LC10d","OBJECT_TRACKING","L"
580856,"LC40_L","LC40","LOOMING_COLLISION","L"
580987,"LC10b_L","LC10b","OBJECT_TRACKING","L"
915658,"LC10d_L","LC10d","OBJECT_TRACKING","L"
919862,"LC10d_L","LC10d","OBJECT_TRACKING","L"
212467981,"LC10d_L","LC10d","OBJECT_TRACKING","L"
